"MEMBERS’ ROLES AND COMMITTEE MEMBERSHIPS AS OF 2019.09.05",

SPEAKER AND OTHER PRESIDING OFFICERS
"Name","Title",
"Regan, Geoff (Hon.)","Speaker of the House",
"Stanton, Bruce","Deputy Speaker and Chair of the Committees of the Whole",
"Hughes, Carol","Deputy Chair Of Committees of the Whole",
"Rota, Anthony","Assistant Deputy Chair Of Committees of the Whole",


BOARD OF INTERNAL ECONOMY
"Name","Title",
"Regan, Geoff (Hon.)","Board of Internal Economy Chair",
"Bergen, Candice (Hon.)","Board of Internal Economy Member",
"Chagger, Bardish (Hon.)","Board of Internal Economy Member",
"Holland, Mark (Hon.)","Board of Internal Economy Member",
"Julian, Peter","Board of Internal Economy Member",
"Rodriguez, Pablo (Hon.)","Board of Internal Economy Member",
"Strahl, Mark","Board of Internal Economy Member",


HOUSE OFFICERS
"Name","Title","Political Affiliation",
"Regan, Geoff (Hon.)","Speaker","Liberal",
"Stanton, Bruce","Deputy Speaker and Chair of Committees of the Whole","Conservative",
"Hughes, Carol","Assistant Deputy Speaker and Deputy Chair of Committees of the Whole","NDP",
"Rota, Anthony","Assistant Deputy Speaker and Assistant Deputy Chair of Committees of the Whole","Liberal",
"Scheer, Andrew (Hon.)","Leader of the Conservative Party of Canada","Conservative",
"Singh, Jagmeet","Leader of the New Democratic Party","NDP",
"Trudeau, Justin (Right Hon.)","Leader of the Liberal Party","Liberal",
"Bergen, Candice (Hon.)","House Leader of the Official Opposition","Conservative",
"Julian, Peter","House Leader of the New Democratic Party","NDP",
"Brosseau, Ruth Ellen","Whip of the New Democratic Party","NDP",
"Holland, Mark (Hon.)","Chief Government Whip","Liberal",
"Strahl, Mark","Chief Opposition Whip","Conservative",
"Dubé, Matthew","Caucus Chair","NDP",
"Scarpaleggia, Francis","Caucus Chair","Liberal",
"Sweet, David","Caucus Chair","Conservative",


MEMBERS OF THE HOUSE OF COMMONS
"Name","Constituency","Province","Political Affiliation",
"Lukiwski, Tom","Associate Member",
"MacKenzie, Dave","Associate Member",
"Maguire, Larry","Associate Member",
"Martel, Richard","Associate Member",
"McCauley, Kelly","Associate Member",
"McColeman, Phil","Associate Member",
"McLeod, Cathy","Associate Member",
"Miller, Larry","Associate Member",
"Motz, Glen","Associate Member",
"Murray, Joyce (Hon.)","Associate Member",
"Nater, John","Associate Member",
"Nicholson, Rob (Hon.)","Associate Member",
"Nuttall, Alexander","Associate Member",
"Obhrai, Deepak (Hon.)","Associate Member",
"O'Toole, Erin (Hon.)","Associate Member",
"Paul-Hus, Pierre","Associate Member",
"Poilievre, Pierre (Hon.)","Associate Member",
"Raitt, Lisa (Hon.)","Associate Member",
"Rayes, Alain","Associate Member",
"Reid, Scott","Associate Member",
"Rempel, Michelle (Hon.)","Associate Member",
"Richards, Blake","Associate Member",
"Saroya, Bob","Associate Member",
"Schmale, Jamie","Associate Member",
"Shields, Martin","Associate Member",
"Shipley, Bev","Associate Member",
"Sopuck, Robert","Associate Member",
"Stanton, Bruce","Associate Member",
"Strahl, Mark","Associate Member",
"Stubbs, Shannon","Associate Member",
"Sweet, David","Associate Member",
"Tilson, David","Associate Member",
"Trost, Brad","Associate Member",
"Van Kesteren, Dave","Associate Member",
"Vecchio, Karen","Associate Member",
"Viersen, Arnold","Associate Member",
"Wagantall, Cathay","Associate Member",
"Warawa, Mark","Associate Member",
"Warkentin, Chris","Associate Member",
"Waugh, Kevin","Associate Member",
"Webber, Len","Associate Member",
"Wong, Alice (Hon.)","Associate Member",
"Yurdiga, David","Associate Member",
"Zimmer, Bob","Associate Member",


Subcommittee on Agenda and Procedure (SPAC)
"Name","Title",
"Sorenson, Kevin (Hon.)","Chair",
"Christopherson, David","Member",
"Mendès, Alexandra","Member",


Public Safety and National Security (SECU)
"Name","Title",
"McKay, John (Hon.)","Chair",
"Dubé, Matthew","Vice-Chair",
"Paul-Hus, Pierre","Vice-Chair",
"Dabrusin, Julie","Member",
"Eglinski, Jim","Member",
"Graham, David de Burgh","Member",
"Motz, Glen","Member",
"Picard, Michel","Member",
"Sahota, Ruby","Member",
"Spengemann, Sven","Member",
"McCrimmon, Karen","Parliamentary Secretary — Non-Voting Member",
"Schiefke, Peter","Parliamentary Secretary — Non-Voting Member",
"Aboultaif, Ziad","Associate Member",
"Albas, Dan","Associate Member",
"Albrecht, Harold","Associate Member",
"Alleslev, Leona","Associate Member",
"Allison, Dean","Associate Member",
"Anderson, David","Associate Member",
"Arnold, Mel","Associate Member",
"Barlow, John","Associate Member",
"Barrett, Michael","Associate Member",
"Benzen, Bob","Associate Member",
"Bergen, Candice (Hon.)","Associate Member",
"Berthold, Luc","Associate Member",
"Bezan, James","Associate Member",
"Blair, Bill (Hon.)","Associate Member",
"Blaney, Steven (Hon.)","Associate Member",
"Block, Kelly","Associate Member",
"Boucher, Sylvie","Associate Member",
"Brassard, John","Associate Member",
"Calkins, Blaine","Associate Member",
"Carrie, Colin","Associate Member",
"Champagne, François-Philippe (Hon.)","Associate Member",
"Chong, Michael (Hon.)","Associate Member",
"Christopherson, David","Associate Member",
"Clarke, Alupa","Associate Member",
"Cooper, Michael","Associate Member",
"Davidson, Scot","Associate Member",
"Deltell, Gérard","Associate Member",
"Diotte, Kerry","Associate Member",
"Doherty, Todd","Associate Member",
"Dreeshen, Earl","Associate Member",
"Easter, Wayne (Hon.)","Associate Member",
"Falk, Rosemarie","Associate Member",
"Falk, Ted","Associate Member",
"Fast, Ed (Hon.)","Associate Member",
"Finley, Diane (Hon.)","Associate Member",
"Gallant, Cheryl","Associate Member",
"Garrison, Randall","Associate Member",
"Généreux, Bernard","Associate Member",
"Genuis, Garnett","Associate Member",
"Gladu, Marilyn","Associate Member",
"Godin, Joël","Associate Member",
"Gourde, Jacques","Associate Member",
"Harder, Rachael","Associate Member",
"Hoback, Randy","Associate Member",
"Holland, Mark (Hon.)","Associate Member",
"Housefather, Anthony","Associate Member",
"Jeneroux, Matt","Associate Member",
"Julian, Peter","Associate Member",
"Kelly, Pat","Associate Member",
"Kenney, Jason (Hon.)","Associate Member",
"Kent, Peter (Hon.)","Associate Member",
"Kitchen, Robert","Associate Member",
"Kmiec, Tom","Associate Member",
"Kusie, Stephanie","Associate Member",
"Lake, Mike (Hon.)","Associate Member",
"Lauzon, Guy","Associate Member",
"Leitch, K. Kellie (Hon.)","Associate Member",
"Liepert, Ron","Associate Member",
"Lloyd, Dane","Associate Member",
"Lobb, Ben","Associate Member",
"Lukiwski, Tom","Associate Member",
"MacKenzie, Dave","Associate Member",
"Maguire, Larry","Associate Member",
"Martel, Richard","Associate Member",
"McCauley, Kelly","Associate Member",
"McColeman, Phil","Associate Member",
"McCrimmon, Karen","Associate Member",
"McKinnon, Ron","Associate Member",
"McLeod, Cathy","Associate Member",
"Miller, Larry","Associate Member",
"Nater, John","Associate Member",
"Nault, Robert (Hon.)","Associate Member",
"Nicholson, Rob (Hon.)","Associate Member",
"Nuttall, Alexander","Associate Member",
"Obhrai, Deepak (Hon.)","Associate Member",
"O'Toole, Erin (Hon.)","Associate Member",
"Poilievre, Pierre (Hon.)","Associate Member",
"Raitt, Lisa (Hon.)","Associate Member",
"Rayes, Alain","Associate Member",
"Reid, Scott","Associate Member",
"Rempel, Michelle (Hon.)","Associate Member",
"Richards, Blake","Associate Member",
"Saroya, Bob","Associate Member",
"Schmale, Jamie","Associate Member",
"Shields, Martin","Associate Member",
"Shipley, Bev","Associate Member",
"Sopuck, Robert","Associate Member",
"Sorenson, Kevin (Hon.)","Associate Member",
"Stanton, Bruce","Associate Member",
"Strahl, Mark","Associate Member",
"Stubbs, Shannon","Associate Member",
"Sweet, David","Associate Member",
"Tilson, David","Associate Member",
"Trost, Brad","Associate Member",
"Van Kesteren, Dave","Associate Member",
"Vecchio, Karen","Associate Member",
"Viersen, Arnold","Associate Member",
"Wagantall, Cathay","Associate Member",
"Warawa, Mark","Associate Member",
"Warkentin, Chris","Associate Member",
"Waugh, Kevin","Associate Member",
"Webber, Len","Associate Member",
"Wong, Alice (Hon.)","Associate Member",
"Yurdiga, David","Associate Member",
"Zimmer, Bob","Associate Member",


Subcommittee on Agenda and Procedure (SSEC)
"Name","Title",
"McKay, John (Hon.)","Chair",
"Dubé, Matthew","Member",
"Paul-Hus, Pierre","Member",
"Picard, Michel","Member",
"Sahota, Ruby","Member",


Status of Women (FEWO)
"Name","Title",
"Vecchio, Karen","Chair",
"Mathyssen, Irene","Vice-Chair",
"Zahid, Salma","Vice-Chair",
"Bendayan, Rachel","Member",
"Bratina, Bob","Member",
"Harder, Rachael","Member",
"Lambropoulos, Emmanuella","Member",
"Leitch, K. Kellie (Hon.)","Member",
"Nassif, Eva","Member",
"Sidhu, Sonia","Member",
"Duguid, Terry","Parliamentary Secretary — Non-Voting Member",
"Aboultaif, Ziad","Associate Member",
"Albas, Dan","Associate Member",
"Albrecht, Harold","Associate Member",
"Alleslev, Leona","Associate Member",
"Allison, Dean","Associate Member",
"Anderson, David","Associate Member",
"Arnold, Mel","Associate Member",
"Ashton, Niki","Associate Member",
"Barlow, John","Associate Member",
"Barrett, Michael","Associate Member",
"Benson, Sheri","Associate Member",
"Benzen, Bob","Associate Member",
"Bergen, Candice (Hon.)","Associate Member",
"Berthold, Luc","Associate Member",
"Bezan, James","Associate Member",
"Blaney, Rachel","Associate Member",
"Blaney, Steven (Hon.)","Associate Member",
"Block, Kelly","Associate Member",
"Boucher, Sylvie","Associate Member",
"Boutin-Sweet, Marjolaine","Associate Member",
"Brassard, John","Associate Member",
"Brosseau, Ruth Ellen","Associate Member",
"Calkins, Blaine","Associate Member",
"Carrie, Colin","Associate Member",
"Chong, Michael (Hon.)","Associate Member",
"Clarke, Alupa","Associate Member",
"Cooper, Michael","Associate Member",
"Davidson, Scot","Associate Member",
"Deltell, Gérard","Associate Member",
"Dhillon, Anju","Associate Member",
"Diotte, Kerry","Associate Member",
"Doherty, Todd","Associate Member",
"Dreeshen, Earl","Associate Member",
"Duncan, Linda","Associate Member",
"Eglinski, Jim","Associate Member",
"Falk, Rosemarie","Associate Member",
"Falk, Ted","Associate Member",
"Fast, Ed (Hon.)","Associate Member",
"Finley, Diane (Hon.)","Associate Member",
"Gallant, Cheryl","Associate Member",
"Généreux, Bernard","Associate Member",
"Genuis, Garnett","Associate Member",
"Gladu, Marilyn","Associate Member",
"Godin, Joël","Associate Member",
"Gourde, Jacques","Associate Member",
"Hardcastle, Cheryl","Associate Member",
"Hoback, Randy","Associate Member",
"Jeneroux, Matt","Associate Member",
"Jolibois, Georgina","Associate Member",
"Julian, Peter","Associate Member",
"Kelly, Pat","Associate Member",
"Kenney, Jason (Hon.)","Associate Member",
"Kent, Peter (Hon.)","Associate Member",
"Kitchen, Robert","Associate Member",
"Kmiec, Tom","Associate Member",
"Kusie, Stephanie","Associate Member",
"Kwan, Jenny","Associate Member",
"Lake, Mike (Hon.)","Associate Member",
"Lauzon, Guy","Associate Member",
"Laverdière, Hélène","Associate Member",
"Liepert, Ron","Associate Member",
"Lloyd, Dane","Associate Member",
"Lobb, Ben","Associate Member",
"Lukiwski, Tom","Associate Member",
"MacKenzie, Dave","Associate Member",
"Maguire, Larry","Associate Member",
"Martel, Richard","Associate Member",
"McCauley, Kelly","Associate Member",
"McColeman, Phil","Associate Member",
"McLeod, Cathy","Associate Member",
"Miller, Larry","Associate Member",
"Moore, Christine","Associate Member",
"Motz, Glen","Associate Member",
"Nater, John","Associate Member",
"Nicholson, Rob (Hon.)","Associate Member",
"Nuttall, Alexander","Associate Member",
"Obhrai, Deepak (Hon.)","Associate Member",
"O'Toole, Erin (Hon.)","Associate Member",
"Paul-Hus, Pierre","Associate Member",
"Poilievre, Pierre (Hon.)","Associate Member",
"Quach, Anne Minh-Thu","Associate Member",
"Raitt, Lisa (Hon.)","Associate Member",
"Ramsey, Tracey","Associate Member",
"Rayes, Alain","Associate Member",
"Reid, Scott","Associate Member",
"Rempel, Michelle (Hon.)","Associate Member",
"Richards, Blake","Associate Member",
"Sansoucy, Brigitte","Associate Member",
"Saroya, Bob","Associate Member",
"Schmale, Jamie","Associate Member",
"Shields, Martin","Associate Member",
"Shipley, Bev","Associate Member",
"Sopuck, Robert","Associate Member",
"Sorenson, Kevin (Hon.)","Associate Member",
"Stanton, Bruce","Associate Member",
"Strahl, Mark","Associate Member",
"Stubbs, Shannon","Associate Member",
"Sweet, David","Associate Member",
"Tilson, David","Associate Member",
"Trost, Brad","Associate Member",
"Trudel, Karine","Associate Member",
"Van Kesteren, Dave","Associate Member",
"Viersen, Arnold","Associate Member",
"Wagantall, Cathay","Associate Member",
"Warawa, Mark","Associate Member",
"Warkentin, Chris","Associate Member",
"Waugh, Kevin","Associate Member",
"Webber, Len","Associate Member",
"Wong, Alice (Hon.)","Associate Member",
"Young, Kate","Associate Member",
"Yurdiga, David","Associate Member",
"Zimmer, Bob","Associate Member",


Subcommittee on Agenda and Procedure (SFEW)
"Name","Title",
"Vecchio, Karen","Chair",
"Lambropoulos, Emmanuella","Member",
"Mathyssen, Irene","Member",
"Zahid, Salma","Member",


Transport, Infrastructure and Communities (TRAN)
"Name","Title",
"Sgro, Judy A. (Hon.)","Chair",
"Aubin, Robert","Vice-Chair",
"Block, Kelly","Vice-Chair",
"Badawey, Vance","Member",
"Hardie, Ken","Member",
"Iacono, Angelo","Member",
"Jeneroux, Matt","Member",
"Liepert, Ron","Member",
"Rogers, Churence","Member",
"Sikand, Gagan","Member",
"Beech, Terry","Parliamentary Secretary — Non-Voting Member",
"Mendicino, Marco","Parliamentary Secretary — Non-Voting Member",
"Serré, Marc","Parliamentary Secretary — Non-Voting Member",
"Aboultaif, Ziad","Associate Member",
"Albas, Dan","Associate Member",
"Albrecht, Harold","Associate Member",
"Aldag, John","Associate Member",
"Alleslev, Leona","Associate Member",
"Allison, Dean","Associate Member",
"Anderson, David","Associate Member",
"Angus, Charlie","Associate Member",
"Arnold, Mel","Associate Member",
"Arya, Chandra","Associate Member",
"Ayoub, Ramez","Associate Member",
"Barlow, John","Associate Member",
"Barrett, Michael","Associate Member",
"Benson, Sheri","Associate Member",
"Benzen, Bob","Associate Member",
"Bergen, Candice (Hon.)","Associate Member",
"Berthold, Luc","Associate Member",
"Bezan, James","Associate Member",
"Bittle, Chris","Associate Member",
"Blaikie, Daniel","Associate Member",
"Blair, Bill (Hon.)","Associate Member",
"Blaney, Steven (Hon.)","Associate Member",
"Bossio, Mike","Associate Member",
"Boucher, Sylvie","Associate Member",
"Brassard, John","Associate Member",
"Bratina, Bob","Associate Member",
"Breton, Pierre","Associate Member",
"Calkins, Blaine","Associate Member",
"Carrie, Colin","Associate Member",
"Chong, Michael (Hon.)","Associate Member",
"Clarke, Alupa","Associate Member",
"Cooper, Michael","Associate Member",
"Cormier, Serge","Associate Member",
"Cuzner, Rodger","Associate Member",
"Dabrusin, Julie","Associate Member",
"Damoff, Pam","Associate Member",
"Davidson, Scot","Associate Member",
"Deltell, Gérard","Associate Member",
"Dhaliwal, Sukh","Associate Member",
"Diotte, Kerry","Associate Member",
"Doherty, Todd","Associate Member",
"Dreeshen, Earl","Associate Member",
"Drouin, Francis","Associate Member",
"Dubé, Matthew","Associate Member",
"Duguid, Terry","Associate Member",
"Duncan, Linda","Associate Member",
"Dzerowicz, Julie","Associate Member",
"Easter, Wayne (Hon.)","Associate Member",
"Eglinski, Jim","Associate Member",
"Ehsassi, Ali","Associate Member",
"El-Khoury, Fayçal","Associate Member",
"Ellis, Neil","Associate Member",
"Falk, Rosemarie","Associate Member",
"Falk, Ted","Associate Member",
"Fast, Ed (Hon.)","Associate Member",
"Fergus, Greg","Associate Member",
"Fillmore, Andy","Associate Member",
"Finley, Diane (Hon.)","Associate Member",
"Finnigan, Pat","Associate Member",
"Fisher, Darren","Associate Member",
"Fonseca, Peter","Associate Member",
"Fuhr, Stephen","Associate Member",
"Gallant, Cheryl","Associate Member",
"Généreux, Bernard","Associate Member",
"Genuis, Garnett","Associate Member",
"Gerretsen, Mark","Associate Member",
"Gladu, Marilyn","Associate Member",
"Godin, Joël","Associate Member",
"Goldsmith-Jones, Pamela","Associate Member",
"Gourde, Jacques","Associate Member",
"Graham, David de Burgh","Associate Member",
"Harder, Rachael","Associate Member",
"Hoback, Randy","Associate Member",
"Housefather, Anthony","Associate Member",
"Hutchings, Gudie","Associate Member",
"Johns, Gord","Associate Member",
"Jolibois, Georgina","Associate Member",
"Jowhari, Majid","Associate Member",
"Julian, Peter","Associate Member",
"Kelly, Pat","Associate Member",
"Kenney, Jason (Hon.)","Associate Member",
"Kent, Peter (Hon.)","Associate Member",
"Khalid, Iqra","Associate Member",
"Kitchen, Robert","Associate Member",
"Kmiec, Tom","Associate Member",
"Kusie, Stephanie","Associate Member",
"Kwan, Jenny","Associate Member",
"Lake, Mike (Hon.)","Associate Member",
"Lauzon, Guy","Associate Member",
"Lauzon, Stéphane","Associate Member",
"Leitch, K. Kellie (Hon.)","Associate Member",
"Levitt, Michael","Associate Member",
"Lloyd, Dane","Associate Member",
"Lobb, Ben","Associate Member",
"Lockhart, Alaina","Associate Member",
"Lukiwski, Tom","Associate Member",
"MacKenzie, Dave","Associate Member",
"MacKinnon, Steven","Associate Member",
"Maguire, Larry","Associate Member",
"Maloney, James","Associate Member",
"Martel, Richard","Associate Member",
"Massé, Rémi","Associate Member",
"May, Bryan","Associate Member",
"McCauley, Kelly","Associate Member",
"McColeman, Phil","Associate Member",
"McDonald, Ken","Associate Member",
"McLeod, Cathy","Associate Member",
"McLeod, Michael","Associate Member",
"Mendès, Alexandra","Associate Member",
"Miller, Larry","Associate Member",
"Morrissey, Robert","Associate Member",
"Motz, Glen","Associate Member",
"Nater, John","Associate Member",
"Nault, Robert (Hon.)","Associate Member",
"Nicholson, Rob (Hon.)","Associate Member",
"Nuttall, Alexander","Associate Member",
"Obhrai, Deepak (Hon.)","Associate Member",
"O'Connell, Jennifer","Associate Member",
"Oliphant, Robert","Associate Member",
"Oliver, John","Associate Member",
"O'Toole, Erin (Hon.)","Associate Member",
"Ouellette, Robert-Falcon","Associate Member",
"Paul-Hus, Pierre","Associate Member",
"Peterson, Kyle","Associate Member",
"Poilievre, Pierre (Hon.)","Associate Member",
"Poissant, Jean-Claude","Associate Member",
"Raitt, Lisa (Hon.)","Associate Member",
"Rayes, Alain","Associate Member",
"Reid, Scott","Associate Member",
"Rempel, Michelle (Hon.)","Associate Member",
"Richards, Blake","Associate Member",
"Rioux, Jean","Associate Member",
"Robillard, Yves","Associate Member",
"Rodriguez, Pablo (Hon.)","Associate Member",
"Romanado, Sherry","Associate Member",
"Rusnak, Don","Associate Member",
"Sahota, Ruby","Associate Member",
"Saini, Raj","Associate Member",
"Samson, Darrell","Associate Member",
"Sarai, Randeep","Associate Member",
"Saroya, Bob","Associate Member",
"Scarpaleggia, Francis","Associate Member",
"Schiefke, Peter","Associate Member",
"Schmale, Jamie","Associate Member",
"Schulte, Deborah","Associate Member",
"Serré, Marc","Associate Member",
"Shanahan, Brenda","Associate Member",
"Sheehan, Terry","Associate Member",
"Shields, Martin","Associate Member",
"Shipley, Bev","Associate Member",
"Sidhu, Jati","Associate Member",
"Sopuck, Robert","Associate Member",
"Sorenson, Kevin (Hon.)","Associate Member",
"Stanton, Bruce","Associate Member",
"Stetski, Wayne","Associate Member",
"Strahl, Mark","Associate Member",
"Stubbs, Shannon","Associate Member",
"Sweet, David","Associate Member",
"Tabbara, Marwan","Associate Member",
"Tassi, Filomena (Hon.)","Associate Member",
"Tilson, David","Associate Member",
"Trost, Brad","Associate Member",
"Trudel, Karine","Associate Member",
"Van Kesteren, Dave","Associate Member",
"Vandal, Dan","Associate Member",
"Vaughan, Adam","Associate Member",
"Vecchio, Karen","Associate Member",
"Viersen, Arnold","Associate Member",
"Virani, Arif","Associate Member",
"Wagantall, Cathay","Associate Member",
"Warawa, Mark","Associate Member",
"Warkentin, Chris","Associate Member",
"Waugh, Kevin","Associate Member",
"Webber, Len","Associate Member",
"Wilkinson, Jonathan (Hon.)","Associate Member",
"Wong, Alice (Hon.)","Associate Member",
"Young, Kate","Associate Member",
"Yurdiga, David","Associate Member",
"Zahid, Salma","Associate Member",
"Zimmer, Bob","Associate Member",


Subcommittee on Agenda and Procedure (STRA)
"Name","Title",
"Sgro, Judy A. (Hon.)","Chair",
"Aubin, Robert","Member",
"Badawey, Vance","Member",
"Block, Kelly","Member",
"Hardie, Ken","Member",


Veterans Affairs (ACVA)
"Name","Title",
"Ellis, Neil","Chair",
"Blaney, Rachel","Vice-Chair",
"McColeman, Phil","Vice-Chair",
"Bratina, Bob","Member",
"Chen, Shaun","Member",
"Eyolfson, Doug","Member",
"Kitchen, Robert","Member",
"Ludwig, Karen","Member",
"Samson, Darrell","Member",
"Wagantall, Cathay","Member",
"Lauzon, Stéphane","Parliamentary Secretary — Non-Voting Member",
"Aboultaif, Ziad","Associate Member",
"Albas, Dan","Associate Member",
"Albrecht, Harold","Associate Member",
"Alleslev, Leona","Associate Member",
"Allison, Dean","Associate Member",
"Anderson, David","Associate Member",
"Angus, Charlie","Associate Member",
"Arnold, Mel","Associate Member",
"Barlow, John","Associate Member",
"Barrett, Michael","Associate Member",
"Benzen, Bob","Associate Member",
"Bergen, Candice (Hon.)","Associate Member",
"Berthold, Luc","Associate Member",
"Bezan, James","Associate Member",
"Blaikie, Daniel","Associate Member",
"Blaney, Steven (Hon.)","Associate Member",
"Block, Kelly","Associate Member",
"Boucher, Sylvie","Associate Member",
"Brassard, John","Associate Member",
"Calkins, Blaine","Associate Member",
"Carrie, Colin","Associate Member",
"Casey, Sean","Associate Member",
"Chong, Michael (Hon.)","Associate Member",
"Clarke, Alupa","Associate Member",
"Cooper, Michael","Associate Member",
"Davidson, Scot","Associate Member",
"Davies, Don","Associate Member",
"DeCourcey, Matt","Associate Member",
"Deltell, Gérard","Associate Member",
"Diotte, Kerry","Associate Member",
"Doherty, Todd","Associate Member",
"Dreeshen, Earl","Associate Member",
"Duvall, Scott","Associate Member",
"Eglinski, Jim","Associate Member",
"Falk, Rosemarie","Associate Member",
"Falk, Ted","Associate Member",
"Fast, Ed (Hon.)","Associate Member",
"Finley, Diane (Hon.)","Associate Member",
"Fisher, Darren","Associate Member",
"Fuhr, Stephen","Associate Member",
"Gallant, Cheryl","Associate Member",
"Garrison, Randall","Associate Member",
"Généreux, Bernard","Associate Member",
"Genuis, Garnett","Associate Member",
"Gladu, Marilyn","Associate Member",
"Godin, Joël","Associate Member",
"Gourde, Jacques","Associate Member",
"Harder, Rachael","Associate Member",
"Hoback, Randy","Associate Member",
"Jeneroux, Matt","Associate Member",
"Julian, Peter","Associate Member",
"Kelly, Pat","Associate Member",
"Kenney, Jason (Hon.)","Associate Member",
"Kent, Peter (Hon.)","Associate Member",
"Kmiec, Tom","Associate Member",
"Kusie, Stephanie","Associate Member",
"Lake, Mike (Hon.)","Associate Member",
"Lauzon, Guy","Associate Member",
"Leitch, K. Kellie (Hon.)","Associate Member",
"Liepert, Ron","Associate Member",
"Lloyd, Dane","Associate Member",
"Lobb, Ben","Associate Member",
"Lukiwski, Tom","Associate Member",
"MacGregor, Alistair","Associate Member",
"MacKenzie, Dave","Associate Member",
"Maguire, Larry","Associate Member",
"Martel, Richard","Associate Member",
"McCauley, Kelly","Associate Member",
"McCrimmon, Karen","Associate Member",
"McDonald, Ken","Associate Member",
"McLeod, Cathy","Associate Member",
"Miller, Larry","Associate Member",
"Motz, Glen","Associate Member",
"Nater, John","Associate Member",
"Nicholson, Rob (Hon.)","Associate Member",
"Nuttall, Alexander","Associate Member",
"Obhrai, Deepak (Hon.)","Associate Member",
"O'Toole, Erin (Hon.)","Associate Member",
"Paul-Hus, Pierre","Associate Member",
"Poilievre, Pierre (Hon.)","Associate Member",
"Raitt, Lisa (Hon.)","Associate Member",
"Rayes, Alain","Associate Member",
"Reid, Scott","Associate Member",
"Rempel, Michelle (Hon.)","Associate Member",
"Richards, Blake","Associate Member",
"Rota, Anthony","Associate Member",
"Sansoucy, Brigitte","Associate Member",
"Saroya, Bob","Associate Member",
"Schmale, Jamie","Associate Member",
"Shields, Martin","Associate Member",
"Shipley, Bev","Associate Member",
"Sopuck, Robert","Associate Member",
"Sorenson, Kevin (Hon.)","Associate Member",
"Stanton, Bruce","Associate Member",
"Strahl, Mark","Associate Member",
"Stubbs, Shannon","Associate Member",
"Sweet, David","Associate Member",
"Tilson, David","Associate Member",
"Trost, Brad","Associate Member",
"Van Kesteren, Dave","Associate Member",
"Vecchio, Karen","Associate Member",
"Viersen, Arnold","Associate Member",
"Warawa, Mark","Associate Member",
"Warkentin, Chris","Associate Member",
"Waugh, Kevin","Associate Member",
"Webber, Len","Associate Member",
"Wong, Alice (Hon.)","Associate Member",
"Yurdiga, David","Associate Member",
"Zimmer, Bob","Associate Member",


Subcommittee on Agenda and Procedure (SACV)
"Name","Title",
"Ellis, Neil","Chair",
"Blaney, Rachel","Member",
"Bratina, Bob","Member",
"Ludwig, Karen","Member",
"McColeman, Phil","Member",


STANDING JOINT COMMITTEES
Library of Parliament (BILI)
"Name","Title","Chamber",
"Moncion, Lucie (Hon.)","Co-Chair","Senate",
"Sikand, Gagan","Co-Chair","House of Commons",
"Quach, Anne Minh-Thu","Vice-Chair","House of Commons",
"Van Kesteren, Dave","Vice-Chair","House of Commons",
"Duffy, Michael (Hon.)","Member","Senate",
"Eaton, Nicole (Hon.)","Member","Senate",
"McInnis, Thomas (Hon.)","Member","Senate",
"Mercer, Terry M. (Hon.)","Member","Senate",
"Dzerowicz, Julie","Member","House of Commons",
"Eglinski, Jim","Member","House of Commons",
"Housefather, Anthony","Member","House of Commons",
"Iacono, Angelo","Member","House of Commons",
"Lauzon, Guy","Member","House of Commons",
"Levitt, Michael","Member","House of Commons",
"Ouellette, Robert-Falcon","Member","House of Commons",
"Wong, Alice (Hon.)","Member","House of Commons",
"Wrzesnewskyj, Borys","Member","House of Commons",
"Aboultaif, Ziad","Associate Member","House of Commons",
"Albas, Dan","Associate Member","House of Commons",
"Albrecht, Harold","Associate Member","House of Commons",
"Alleslev, Leona","Associate Member","House of Commons",
"Allison, Dean","Associate Member","House of Commons",
"Anderson, David","Associate Member","House of Commons",
"Arnold, Mel","Associate Member","House of Commons",
"Barlow, John","Associate Member","House of Commons",
"Barrett, Michael","Associate Member","House of Commons",
"Benzen, Bob","Associate Member","House of Commons",
"Bergen, Candice (Hon.)","Associate Member","House of Commons",
"Berthold, Luc","Associate Member","House of Commons",
"Bezan, James","Associate Member","House of Commons",
"Blaney, Steven (Hon.)","Associate Member","House of Commons",
"Block, Kelly","Associate Member","House of Commons",
"Boucher, Sylvie","Associate Member","House of Commons",
"Brassard, John","Associate Member","House of Commons",
"Calkins, Blaine","Associate Member","House of Commons",
"Carrie, Colin","Associate Member","House of Commons",
"Chong, Michael (Hon.)","Associate Member","House of Commons",
"Clarke, Alupa","Associate Member","House of Commons",
"Cooper, Michael","Associate Member","House of Commons",
"Davidson, Scot","Associate Member","House of Commons",
"Deltell, Gérard","Associate Member","House of Commons",
"Diotte, Kerry","Associate Member","House of Commons",
"Doherty, Todd","Associate Member","House of Commons",
"Dreeshen, Earl","Associate Member","House of Commons",
"Falk, Rosemarie","Associate Member","House of Commons",
"Falk, Ted","Associate Member","House of Commons",
"Fast, Ed (Hon.)","Associate Member","House of Commons",
"Finley, Diane (Hon.)","Associate Member","House of Commons",
"Gallant, Cheryl","Associate Member","House of Commons",
"Généreux, Bernard","Associate Member","House of Commons",
"Genuis, Garnett","Associate Member","House of Commons",
"Gladu, Marilyn","Associate Member","House of Commons",
"Godin, Joël","Associate Member","House of Commons",
"Gourde, Jacques","Associate Member","House of Commons",
"Harder, Rachael","Associate Member","House of Commons",
