"","committee_acronym","parliament_number","session_number","date_change","title","first_name","last_name","full_name"
"168.4","AGRI","41","2","2014-01-27","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"168.5","AGRI","41","2","2014-01-27","Member","Earl","Dreeshen","Earl Dreeshen"
"168.6","AGRI","41","2","2014-01-27","Member","Gerald","Keddy","Gerald Keddy"
"168.7","AGRI","41","2","2014-01-27","Member","Larry","Maguire","Larry Maguire"
"168.8","AGRI","41","2","2014-01-27","Member","LaVar","Payne","LaVar Payne"
"168.9","AGRI","41","2","2014-01-27","Member","Francine","Raynault","Francine Raynault"
"168.10","AGRI","41","2","2014-01-27","Member","Bob","Zimmer","Bob Zimmer"
"169.1","AGRI","41","2","2014-01-30","Chair","Bev","Shipley","Bev Shipley"
"169.2","AGRI","41","2","2014-01-30","Co-chair","Malcolm","Allen","Malcolm Allen"
"169.3","AGRI","41","2","2014-01-30","Co-chair","Mark","Eyking","Mark Eyking"
"169.4","AGRI","41","2","2014-01-30","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"169.5","AGRI","41","2","2014-01-30","Member","Earl","Dreeshen","Earl Dreeshen"
"169.6","AGRI","41","2","2014-01-30","Member","Gerald","Keddy","Gerald Keddy"
"169.7","AGRI","41","2","2014-01-30","Member","Larry","Maguire","Larry Maguire"
"169.8","AGRI","41","2","2014-01-30","Member","LaVar","Payne","LaVar Payne"
"169.9","AGRI","41","2","2014-01-30","Member","Francine","Raynault","Francine Raynault"
"169.10","AGRI","41","2","2014-01-30","Member","Bob","Zimmer","Bob Zimmer"
"170.1","AGRI","41","2","2014-02-03","Chair","Bev","Shipley","Bev Shipley"
"170.2","AGRI","41","2","2014-02-03","Co-chair","Malcolm","Allen","Malcolm Allen"
"170.3","AGRI","41","2","2014-02-03","Co-chair","Mark","Eyking","Mark Eyking"
"170.4","AGRI","41","2","2014-02-03","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"170.5","AGRI","41","2","2014-02-03","Member","Earl","Dreeshen","Earl Dreeshen"
"170.6","AGRI","41","2","2014-02-03","Member","Gerald","Keddy","Gerald Keddy"
"170.7","AGRI","41","2","2014-02-03","Member","Larry","Maguire","Larry Maguire"
"170.8","AGRI","41","2","2014-02-03","Member","LaVar","Payne","LaVar Payne"
"170.9","AGRI","41","2","2014-02-03","Member","Francine","Raynault","Francine Raynault"
"170.10","AGRI","41","2","2014-02-03","Member","Bob","Zimmer","Bob Zimmer"
"171.1","AGRI","41","2","2014-06-10","Chair","Bev","Shipley","Bev Shipley"
"171.2","AGRI","41","2","2014-06-10","Co-chair","Malcolm","Allen","Malcolm Allen"
"171.3","AGRI","41","2","2014-06-10","Co-chair","Mark","Eyking","Mark Eyking"
"171.4","AGRI","41","2","2014-06-10","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"171.5","AGRI","41","2","2014-06-10","Member","Earl","Dreeshen","Earl Dreeshen"
"171.6","AGRI","41","2","2014-06-10","Member","Gerald","Keddy","Gerald Keddy"
"171.7","AGRI","41","2","2014-06-10","Member","Larry","Maguire","Larry Maguire"
"171.8","AGRI","41","2","2014-06-10","Member","LaVar","Payne","LaVar Payne"
"171.9","AGRI","41","2","2014-06-10","Member","Francine","Raynault","Francine Raynault"
"171.10","AGRI","41","2","2014-06-10","Member","Bob","Zimmer","Bob Zimmer"
"172.1","AGRI","41","2","2014-11-19","Chair","Bev","Shipley","Bev Shipley"
"172.2","AGRI","41","2","2014-11-19","Co-chair","Malcolm","Allen","Malcolm Allen"
"172.3","AGRI","41","2","2014-11-19","Co-chair","Mark","Eyking","Mark Eyking"
"172.4","AGRI","41","2","2014-11-19","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"172.5","AGRI","41","2","2014-11-19","Member","Earl","Dreeshen","Earl Dreeshen"
"172.6","AGRI","41","2","2014-11-19","Member","Gerald","Keddy","Gerald Keddy"
"172.7","AGRI","41","2","2014-11-19","Member","Larry","Maguire","Larry Maguire"
"172.8","AGRI","41","2","2014-11-19","Member","LaVar","Payne","LaVar Payne"
"172.9","AGRI","41","2","2014-11-19","Member","Francine","Raynault","Francine Raynault"
"172.10","AGRI","41","2","2014-11-19","Member","Bob","Zimmer","Bob Zimmer"
"173.1","AGRI","41","2","2015-01-29","Chair","Bev","Shipley","Bev Shipley"
"173.2","AGRI","41","2","2015-01-29","Co-chair","Malcolm","Allen","Malcolm Allen"
"173.3","AGRI","41","2","2015-01-29","Co-chair","Mark","Eyking","Mark Eyking"
"173.4","AGRI","41","2","2015-01-29","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"173.5","AGRI","41","2","2015-01-29","Member","Earl","Dreeshen","Earl Dreeshen"
"173.6","AGRI","41","2","2015-01-29","Member","Gerald","Keddy","Gerald Keddy"
"173.7","AGRI","41","2","2015-01-29","Member","Larry","Maguire","Larry Maguire"
"173.8","AGRI","41","2","2015-01-29","Member","LaVar","Payne","LaVar Payne"
"173.9","AGRI","41","2","2015-01-29","Member","Francine","Raynault","Francine Raynault"
"173.10","AGRI","41","2","2015-01-29","Member","Bob","Zimmer","Bob Zimmer"
"174.1","AGRI","41","2","2015-02-24","Chair","Bev","Shipley","Bev Shipley"
"174.2","AGRI","41","2","2015-02-24","Co-chair","Malcolm","Allen","Malcolm Allen"
"174.3","AGRI","41","2","2015-02-24","Co-chair","Mark","Eyking","Mark Eyking"
"174.4","AGRI","41","2","2015-02-24","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"174.5","AGRI","41","2","2015-02-24","Member","Earl","Dreeshen","Earl Dreeshen"
"174.6","AGRI","41","2","2015-02-24","Member","Gerald","Keddy","Gerald Keddy"
"174.7","AGRI","41","2","2015-02-24","Member","Larry","Maguire","Larry Maguire"
"174.8","AGRI","41","2","2015-02-24","Member","LaVar","Payne","LaVar Payne"
"174.9","AGRI","41","2","2015-02-24","Member","Francine","Raynault","Francine Raynault"
"174.10","AGRI","41","2","2015-02-24","Member","Bob","Zimmer","Bob Zimmer"
"175.1","AGRI","41","2","2015-02-26","Chair","Bev","Shipley","Bev Shipley"
"175.2","AGRI","41","2","2015-02-26","Co-chair","Malcolm","Allen","Malcolm Allen"
"175.3","AGRI","41","2","2015-02-26","Co-chair","Mark","Eyking","Mark Eyking"
"175.4","AGRI","41","2","2015-02-26","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"175.5","AGRI","41","2","2015-02-26","Member","Earl","Dreeshen","Earl Dreeshen"
"175.6","AGRI","41","2","2015-02-26","Member","Gerald","Keddy","Gerald Keddy"
"175.7","AGRI","41","2","2015-02-26","Member","Larry","Maguire","Larry Maguire"
"175.8","AGRI","41","2","2015-02-26","Member","LaVar","Payne","LaVar Payne"
"175.9","AGRI","41","2","2015-02-26","Member","Francine","Raynault","Francine Raynault"
"175.10","AGRI","41","2","2015-02-26","Member","Bob","Zimmer","Bob Zimmer"
"176.1","AGRI","41","2","2015-08-02","Chair","Bev","Shipley","Bev Shipley"
"176.2","AGRI","41","2","2015-08-02","Co-chair","Malcolm","Allen","Malcolm Allen"
"176.3","AGRI","41","2","2015-08-02","Co-chair","Mark","Eyking","Mark Eyking"
"176.4","AGRI","41","2","2015-08-02","Member","Ruth Ellen","Brosseau","Ruth Ellen Brosseau"
"176.5","AGRI","41","2","2015-08-02","Member","Earl","Dreeshen","Earl Dreeshen"
"176.6","AGRI","41","2","2015-08-02","Member","Gerald","Keddy","Gerald Keddy"
"176.7","AGRI","41","2","2015-08-02","Member","Larry","Maguire","Larry Maguire"
"176.8","AGRI","41","2","2015-08-02","Member","LaVar","Payne","LaVar Payne"
"176.9","AGRI","41","2","2015-08-02","Member","Francine","Raynault","Francine Raynault"
"176.10","AGRI","41","2","2015-08-02","Member","Bob","Zimmer","Bob Zimmer"
"177.1","AGRI","42","1","2016-01-29","Chair","Pat","Finnigan","Pat Finnigan"
"177.2","AGRI","42","1","2016-01-29","Co-chair","Luc","Berthold","Luc Berthold"
"177.3","AGRI","42","1","2016-01-29","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"177.4","AGRI","42","1","2016-01-29","Member","Pierre","Breton","Pierre Breton"
"177.5","AGRI","42","1","2016-01-29","Member","Earl","Dreeshen","Earl Dreeshen"
"177.6","AGRI","42","1","2016-01-29","Member","Francis","Drouin","Francis Drouin"
"177.7","AGRI","42","1","2016-01-29","Member","Lloyd","Longfield","Lloyd Longfield"
"177.8","AGRI","42","1","2016-01-29","Member","Eva","Nassif","Eva Nassif"
"177.9","AGRI","42","1","2016-01-29","Member","Joe","Peschisolido","Joe Peschisolido"
"177.10","AGRI","42","1","2016-01-29","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"177.11","AGRI","42","1","2016-01-29","Member","Bev","Shipley","Bev Shipley"
"178.1","AGRI","42","1","2016-02-03","Chair","Pat","Finnigan","Pat Finnigan"
"178.2","AGRI","42","1","2016-02-03","Co-chair","Luc","Berthold","Luc Berthold"
"178.3","AGRI","42","1","2016-02-03","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"178.4","AGRI","42","1","2016-02-03","Member","Pierre","Breton","Pierre Breton"
"178.5","AGRI","42","1","2016-02-03","Member","Earl","Dreeshen","Earl Dreeshen"
"178.6","AGRI","42","1","2016-02-03","Member","Francis","Drouin","Francis Drouin"
"178.7","AGRI","42","1","2016-02-03","Member","Lloyd","Longfield","Lloyd Longfield"
"178.8","AGRI","42","1","2016-02-03","Member","Eva","Nassif","Eva Nassif"
"178.9","AGRI","42","1","2016-02-03","Member","Joe","Peschisolido","Joe Peschisolido"
"178.10","AGRI","42","1","2016-02-03","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"178.11","AGRI","42","1","2016-02-03","Member","Bev","Shipley","Bev Shipley"
"179.1","AGRI","42","1","2016-09-19","Chair","Pat","Finnigan","Pat Finnigan"
"179.2","AGRI","42","1","2016-09-19","Co-chair","Luc","Berthold","Luc Berthold"
"179.3","AGRI","42","1","2016-09-19","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"179.4","AGRI","42","1","2016-09-19","Member","Pierre","Breton","Pierre Breton"
"179.5","AGRI","42","1","2016-09-19","Member","Earl","Dreeshen","Earl Dreeshen"
"179.6","AGRI","42","1","2016-09-19","Member","Francis","Drouin","Francis Drouin"
"179.7","AGRI","42","1","2016-09-19","Member","Lloyd","Longfield","Lloyd Longfield"
"179.8","AGRI","42","1","2016-09-19","Member","Eva","Nassif","Eva Nassif"
"179.9","AGRI","42","1","2016-09-19","Member","Joe","Peschisolido","Joe Peschisolido"
"179.10","AGRI","42","1","2016-09-19","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"179.11","AGRI","42","1","2016-09-19","Member","Bev","Shipley","Bev Shipley"
"180.1","AGRI","42","1","2017-09-18","Chair","Pat","Finnigan","Pat Finnigan"
"180.2","AGRI","42","1","2017-09-18","Co-chair","Luc","Berthold","Luc Berthold"
"180.3","AGRI","42","1","2017-09-18","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"180.4","AGRI","42","1","2017-09-18","Member","Pierre","Breton","Pierre Breton"
"180.5","AGRI","42","1","2017-09-18","Member","Earl","Dreeshen","Earl Dreeshen"
"180.6","AGRI","42","1","2017-09-18","Member","Francis","Drouin","Francis Drouin"
"180.7","AGRI","42","1","2017-09-18","Member","Lloyd","Longfield","Lloyd Longfield"
"180.8","AGRI","42","1","2017-09-18","Member","Eva","Nassif","Eva Nassif"
"180.9","AGRI","42","1","2017-09-18","Member","Joe","Peschisolido","Joe Peschisolido"
"180.10","AGRI","42","1","2017-09-18","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"180.11","AGRI","42","1","2017-09-18","Member","Bev","Shipley","Bev Shipley"
"181.1","AGRI","42","1","2017-09-19","Chair","Pat","Finnigan","Pat Finnigan"
"181.2","AGRI","42","1","2017-09-19","Co-chair","Luc","Berthold","Luc Berthold"
"181.3","AGRI","42","1","2017-09-19","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"181.4","AGRI","42","1","2017-09-19","Member","Pierre","Breton","Pierre Breton"
"181.5","AGRI","42","1","2017-09-19","Member","Earl","Dreeshen","Earl Dreeshen"
"181.6","AGRI","42","1","2017-09-19","Member","Francis","Drouin","Francis Drouin"
"181.7","AGRI","42","1","2017-09-19","Member","Lloyd","Longfield","Lloyd Longfield"
"181.8","AGRI","42","1","2017-09-19","Member","Eva","Nassif","Eva Nassif"
"181.9","AGRI","42","1","2017-09-19","Member","Joe","Peschisolido","Joe Peschisolido"
"181.10","AGRI","42","1","2017-09-19","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"181.11","AGRI","42","1","2017-09-19","Member","Bev","Shipley","Bev Shipley"
"182.1","AGRI","42","1","2018-01-29","Chair","Pat","Finnigan","Pat Finnigan"
"182.2","AGRI","42","1","2018-01-29","Co-chair","Luc","Berthold","Luc Berthold"
"182.3","AGRI","42","1","2018-01-29","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"182.4","AGRI","42","1","2018-01-29","Member","Pierre","Breton","Pierre Breton"
"182.5","AGRI","42","1","2018-01-29","Member","Earl","Dreeshen","Earl Dreeshen"
"182.6","AGRI","42","1","2018-01-29","Member","Francis","Drouin","Francis Drouin"
"182.7","AGRI","42","1","2018-01-29","Member","Lloyd","Longfield","Lloyd Longfield"
"182.8","AGRI","42","1","2018-01-29","Member","Eva","Nassif","Eva Nassif"
"182.9","AGRI","42","1","2018-01-29","Member","Joe","Peschisolido","Joe Peschisolido"
"182.10","AGRI","42","1","2018-01-29","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"182.11","AGRI","42","1","2018-01-29","Member","Bev","Shipley","Bev Shipley"
"183.1","AGRI","42","1","2018-01-31","Chair","Pat","Finnigan","Pat Finnigan"
"183.2","AGRI","42","1","2018-01-31","Co-chair","Luc","Berthold","Luc Berthold"
"183.3","AGRI","42","1","2018-01-31","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"183.4","AGRI","42","1","2018-01-31","Member","Pierre","Breton","Pierre Breton"
"183.5","AGRI","42","1","2018-01-31","Member","Earl","Dreeshen","Earl Dreeshen"
"183.6","AGRI","42","1","2018-01-31","Member","Francis","Drouin","Francis Drouin"
"183.7","AGRI","42","1","2018-01-31","Member","Lloyd","Longfield","Lloyd Longfield"
"183.8","AGRI","42","1","2018-01-31","Member","Eva","Nassif","Eva Nassif"
"183.9","AGRI","42","1","2018-01-31","Member","Joe","Peschisolido","Joe Peschisolido"
"183.10","AGRI","42","1","2018-01-31","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"183.11","AGRI","42","1","2018-01-31","Member","Bev","Shipley","Bev Shipley"
"184.1","AGRI","42","1","2018-09-18","Chair","Pat","Finnigan","Pat Finnigan"
"184.2","AGRI","42","1","2018-09-18","Co-chair","Luc","Berthold","Luc Berthold"
"184.3","AGRI","42","1","2018-09-18","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"184.4","AGRI","42","1","2018-09-18","Member","Pierre","Breton","Pierre Breton"
"184.5","AGRI","42","1","2018-09-18","Member","Earl","Dreeshen","Earl Dreeshen"
"184.6","AGRI","42","1","2018-09-18","Member","Francis","Drouin","Francis Drouin"
"184.7","AGRI","42","1","2018-09-18","Member","Lloyd","Longfield","Lloyd Longfield"
"184.8","AGRI","42","1","2018-09-18","Member","Eva","Nassif","Eva Nassif"
"184.9","AGRI","42","1","2018-09-18","Member","Joe","Peschisolido","Joe Peschisolido"
"184.10","AGRI","42","1","2018-09-18","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"184.11","AGRI","42","1","2018-09-18","Member","Bev","Shipley","Bev Shipley"
"185.1","AGRI","42","1","2019-09-11","Chair","Pat","Finnigan","Pat Finnigan"
"185.2","AGRI","42","1","2019-09-11","Co-chair","Luc","Berthold","Luc Berthold"
"185.3","AGRI","42","1","2019-09-11","Co-chair","Alistair","MacGregor","Alistair MacGregor"
"185.4","AGRI","42","1","2019-09-11","Member","Pierre","Breton","Pierre Breton"
"185.5","AGRI","42","1","2019-09-11","Member","Earl","Dreeshen","Earl Dreeshen"
"185.6","AGRI","42","1","2019-09-11","Member","Francis","Drouin","Francis Drouin"
"185.7","AGRI","42","1","2019-09-11","Member","Lloyd","Longfield","Lloyd Longfield"
"185.8","AGRI","42","1","2019-09-11","Member","Eva","Nassif","Eva Nassif"
"185.9","AGRI","42","1","2019-09-11","Member","Joe","Peschisolido","Joe Peschisolido"
"185.10","AGRI","42","1","2019-09-11","Member","Jean-Claude","Poissant","Jean-Claude Poissant"
"185.11","AGRI","42","1","2019-09-11","Member","Bev","Shipley","Bev Shipley"
"186.1","CHPC","38","1","2004-10-07","Chair","Marlene","Catterall","Marlene Catterall"
"186.2","CHPC","38","1","2004-10-07","Co-chair","Gary Ralph","Schellenberger","Gary Ralph Schellenberger"
"186.3","CHPC","38","1","2004-10-07","Co-chair","Maka","Kotto","Maka Kotto"
"186.4","CHPC","38","1","2004-10-07","Member","Charlie","Angus","Charlie Angus"
"186.5","CHPC","38","1","2004-10-07","Member","Gordon","Brown","Gordon Brown"
"186.6","CHPC","38","1","2004-10-07","Member","Sarmite","Bulte","Sarmite Bulte"
"186.7","CHPC","38","1","2004-10-07","Member","Sébastien","Gagnon","Sébastien Gagnon"
"186.8","CHPC","38","1","2004-10-07","Member","Deepak","Obhrai","Deepak Obhrai"
"186.9","CHPC","38","1","2004-10-07","Member","Bev","Oda","Bev Oda"
"186.10","CHPC","38","1","2004-10-07","Member","Yasmin","Ratansi","Yasmin Ratansi"
"186.11","CHPC","38","1","2004-10-07","Member","Mario","Silva","Mario Silva"
"186.12","CHPC","38","1","2004-10-07","Member","Scott","Simms","Scott Simms"
"187.1","CHPC","38","1","2004-10-18","Chair","Marlene","Catterall","Marlene Catterall"
"187.2","CHPC","38","1","2004-10-18","Co-chair","Gary Ralph","Schellenberger","Gary Ralph Schellenberger"
"187.3","CHPC","38","1","2004-10-18","Co-chair","Maka","Kotto","Maka Kotto"
"187.4","CHPC","38","1","2004-10-18","Member","Charlie","Angus","Charlie Angus"
"187.5","CHPC","38","1","2004-10-18","Member","Gordon","Brown","Gordon Brown"
"187.6","CHPC","38","1","2004-10-18","Member","Sarmite","Bulte","Sarmite Bulte"
"187.7","CHPC","38","1","2004-10-18","Member","Sébastien","Gagnon","Sébastien Gagnon"
"187.8","CHPC","38","1","2004-10-18","Member","Deepak","Obhrai","Deepak Obhrai"
"187.9","CHPC","38","1","2004-10-18","Member","Bev","Oda","Bev Oda"
"187.10","CHPC","38","1","2004-10-18","Member","Yasmin","Ratansi","Yasmin Ratansi"
"187.11","CHPC","38","1","2004-10-18","Member","Mario","Silva","Mario Silva"
"187.12","CHPC","38","1","2004-10-18","Member","Scott","Simms","Scott Simms"
"188.1","CHPC","38","1","2004-11-29","Chair","Marlene","Catterall","Marlene Catterall"
"188.2","CHPC","38","1","2004-11-29","Co-chair","Gary Ralph","Schellenberger","Gary Ralph Schellenberger"
"188.3","CHPC","38","1","2004-11-29","Co-chair","Maka","Kotto","Maka Kotto"
"188.4","CHPC","38","1","2004-11-29","Member","Charlie","Angus","Charlie Angus"
"188.5","CHPC","38","1","2004-11-29","Member","Gordon","Brown","Gordon Brown"
"188.6","CHPC","38","1","2004-11-29","Member","Sarmite","Bulte","Sarmite Bulte"
"188.7","CHPC","38","1","2004-11-29","Member","Sébastien","Gagnon","Sébastien Gagnon"
"188.8","CHPC","38","1","2004-11-29","Member","Deepak","Obhrai","Deepak Obhrai"
"188.9","CHPC","38","1","2004-11-29","Member","Bev","Oda","Bev Oda"
"188.10","CHPC","38","1","2004-11-29","Member","Yasmin","Ratansi","Yasmin Ratansi"
"188.11","CHPC","38","1","2004-11-29","Member","Mario","Silva","Mario Silva"
"188.12","CHPC","38","1","2004-11-29","Member","Scott","Simms","Scott Simms"
"189.1","CHPC","38","1","2005-02-08","Chair","Marlene","Catterall","Marlene Catterall"
"189.2","CHPC","38","1","2005-02-08","Co-chair","Gary Ralph","Schellenberger","Gary Ralph Schellenberger"
"189.3","CHPC","38","1","2005-02-08","Co-chair","Maka","Kotto","Maka Kotto"
"189.4","CHPC","38","1","2005-02-08","Member","Charlie","Angus","Charlie Angus"
"189.5","CHPC","38","1","2005-02-08","Member","Gordon","Brown","Gordon Brown"
"189.6","CHPC","38","1","2005-02-08","Member","Sarmite","Bulte","Sarmite Bulte"
"189.7","CHPC","38","1","2005-02-08","Member","Sébastien","Gagnon","Sébastien Gagnon"
"189.8","CHPC","38","1","2005-02-08","Member","Deepak","Obhrai","Deepak Obhrai"
"189.9","CHPC","38","1","2005-02-08","Member","Bev","Oda","Bev Oda"
"189.10","CHPC","38","1","2005-02-08","Member","Yasmin","Ratansi","Yasmin Ratansi"
"189.11","CHPC","38","1","2005-02-08","Member","Mario","Silva","Mario Silva"
"189.12","CHPC","38","1","2005-02-08","Member","Scott","Simms","Scott Simms"
"190.1","CHPC","38","1","2005-10-07","Chair","Marlene","Catterall","Marlene Catterall"
