"","committee_acronym","parliament_number","session_number","date_change","position","full_name"
"52.119","BILI","41","1","2013-06-07","Associate Member","Ted Hsu"
"53.1","BILI","41","1","2013-09-13","Associate Member","Eve Adams"
"53.2","BILI","41","1","2013-09-13","Associate Member","Mark Adler"
"53.3","BILI","41","1","2013-09-13","Associate Member","Dan Albas"
"53.4","BILI","41","1","2013-09-13","Associate Member","Harold Albrecht"
"53.5","BILI","41","1","2013-09-13","Associate Member","Chris Alexander"
"53.6","BILI","41","1","2013-09-13","Associate Member","Mike Allen"
"53.7","BILI","41","1","2013-09-13","Associate Member","Dean Allison"
"53.8","BILI","41","1","2013-09-13","Associate Member","Stella Ambler"
"53.9","BILI","41","1","2013-09-13","Associate Member","Rob Anders"
"53.10","BILI","41","1","2013-09-13","Associate Member","David Anderson"
"53.11","BILI","41","1","2013-09-13","Associate Member","Scott Armstrong"
"53.12","BILI","41","1","2013-09-13","Associate Member","Jay Aspin"
"53.13","BILI","41","1","2013-09-13","Associate Member","Joyce Bateman"
"53.14","BILI","41","1","2013-09-13","Associate Member","Leon Benoit"
"53.15","BILI","41","1","2013-09-13","Associate Member","Candice Bergen"
"53.16","BILI","41","1","2013-09-13","Associate Member","James Bezan"
"53.17","BILI","41","1","2013-09-13","Associate Member","Kelly Block"
"53.18","BILI","41","1","2013-09-13","Associate Member","Ray Boughen"
"53.19","BILI","41","1","2013-09-13","Associate Member","Peter Braid"
"53.20","BILI","41","1","2013-09-13","Associate Member","Garry Breitkreuz"
"53.21","BILI","41","1","2013-09-13","Associate Member","Gordon Brown"
"53.22","BILI","41","1","2013-09-13","Associate Member","Lois Brown"
"53.23","BILI","41","1","2013-09-13","Associate Member","Patrick Brown"
"53.24","BILI","41","1","2013-09-13","Associate Member","Brad Butt"
"53.25","BILI","41","1","2013-09-13","Associate Member","Paul Calandra"
"53.26","BILI","41","1","2013-09-13","Associate Member","Blaine Calkins"
"53.27","BILI","41","1","2013-09-13","Associate Member","Ron Cannan"
"53.28","BILI","41","1","2013-09-13","Associate Member","John Carmichael"
"53.29","BILI","41","1","2013-09-13","Associate Member","Colin Carrie"
"53.30","BILI","41","1","2013-09-13","Associate Member","Corneliu Chisu"
"53.31","BILI","41","1","2013-09-13","Associate Member","Michael Chong"
"53.32","BILI","41","1","2013-09-13","Associate Member","Joan Crockatt"
"53.33","BILI","41","1","2013-09-13","Associate Member","Joe Daniel"
"53.34","BILI","41","1","2013-09-13","Associate Member","Patricia Davidson"
"53.35","BILI","41","1","2013-09-13","Associate Member","Bob Dechert"
"53.36","BILI","41","1","2013-09-13","Associate Member","Dean Del Mastro"
"53.37","BILI","41","1","2013-09-13","Associate Member","Earl Dreeshen"
"53.38","BILI","41","1","2013-09-13","Associate Member","Rick Dykstra"
"53.39","BILI","41","1","2013-09-13","Associate Member","Kerry-Lynne D. Findlay"
"53.40","BILI","41","1","2013-09-13","Associate Member","Cheryl Gallant"
"53.41","BILI","41","1","2013-09-13","Associate Member","Parm Gill"
"53.42","BILI","41","1","2013-09-13","Associate Member","Shelly Glover"
"53.43","BILI","41","1","2013-09-13","Associate Member","Robert Goguen"
"53.44","BILI","41","1","2013-09-13","Associate Member","Jacques Gourde"
"53.45","BILI","41","1","2013-09-13","Associate Member","Nina Grewal"
"53.46","BILI","41","1","2013-09-13","Associate Member","Laurie Hawn"
"53.47","BILI","41","1","2013-09-13","Associate Member","Bryan Hayes"
"53.48","BILI","41","1","2013-09-13","Associate Member","Russ Hiebert"
"53.49","BILI","41","1","2013-09-13","Associate Member","Randy Hoback"
"53.50","BILI","41","1","2013-09-13","Associate Member","Ed Holder"
"53.51","BILI","41","1","2013-09-13","Associate Member","Roxanne James"
"53.52","BILI","41","1","2013-09-13","Associate Member","Brian Jean"
"53.53","BILI","41","1","2013-09-13","Associate Member","Randy Kamp"
"53.54","BILI","41","1","2013-09-13","Associate Member","Gerald Keddy"
"53.55","BILI","41","1","2013-09-13","Associate Member","Greg Kerr"
"53.56","BILI","41","1","2013-09-13","Associate Member","Ed Komarnicki"
"53.57","BILI","41","1","2013-09-13","Associate Member","Daryl Kramp"
"53.58","BILI","41","1","2013-09-13","Associate Member","Mike Lake"
"53.59","BILI","41","1","2013-09-13","Associate Member","Guy Lauzon"
"53.60","BILI","41","1","2013-09-13","Associate Member","Ryan Leef"
"53.61","BILI","41","1","2013-09-13","Associate Member","Kellie Leitch"
"53.62","BILI","41","1","2013-09-13","Associate Member","Pierre Lemieux"
"53.63","BILI","41","1","2013-09-13","Associate Member","Wladyslaw Lizon"
"53.64","BILI","41","1","2013-09-13","Associate Member","Ben Lobb"
"53.65","BILI","41","1","2013-09-13","Associate Member","Tom Lukiwski"
"53.66","BILI","41","1","2013-09-13","Associate Member","James Lunney"
"53.67","BILI","41","1","2013-09-13","Associate Member","Dave MacKenzie"
"53.68","BILI","41","1","2013-09-13","Associate Member","Colin Mayes"
"53.69","BILI","41","1","2013-09-13","Associate Member","Phil McColeman"
"53.70","BILI","41","1","2013-09-13","Associate Member","Cathy McLeod"
"53.71","BILI","41","1","2013-09-13","Associate Member","Costas Menegakis"
"53.72","BILI","41","1","2013-09-13","Associate Member","Rob Merrifield"
"53.73","BILI","41","1","2013-09-13","Associate Member","Larry Miller"
"53.74","BILI","41","1","2013-09-13","Associate Member","Rob Moore"
"53.75","BILI","41","1","2013-09-13","Associate Member","Rick Norlock"
"53.76","BILI","41","1","2013-09-13","Associate Member","Deepak Obhrai"
"53.77","BILI","41","1","2013-09-13","Associate Member","Tilly O'Neill Gordon"
"53.78","BILI","41","1","2013-09-13","Associate Member","Ted Opitz"
"53.79","BILI","41","1","2013-09-13","Associate Member","Erin O'Toole"
"53.80","BILI","41","1","2013-09-13","Associate Member","LaVar Payne"
"53.81","BILI","41","1","2013-09-13","Associate Member","Pierre Poilievre"
"53.82","BILI","41","1","2013-09-13","Associate Member","Joe Preston"
"53.83","BILI","41","1","2013-09-13","Associate Member","James Rajotte"
"53.84","BILI","41","1","2013-09-13","Associate Member","Scott Reid"
"53.85","BILI","41","1","2013-09-13","Associate Member","Michelle Rempel"
"53.86","BILI","41","1","2013-09-13","Associate Member","Blake Richards"
"53.87","BILI","41","1","2013-09-13","Associate Member","Greg Rickford"
"53.88","BILI","41","1","2013-09-13","Associate Member","Andrew Saxton"
"53.89","BILI","41","1","2013-09-13","Associate Member","Gary Schellenberger"
"53.90","BILI","41","1","2013-09-13","Associate Member","Kyle Seeback"
"53.91","BILI","41","1","2013-09-13","Associate Member","Bev Shipley"
"53.92","BILI","41","1","2013-09-13","Associate Member","Devinder Shory"
"53.93","BILI","41","1","2013-09-13","Associate Member","Joy Smith"
"53.94","BILI","41","1","2013-09-13","Associate Member","Robert Sopuck"
"53.95","BILI","41","1","2013-09-13","Associate Member","Kevin Sorenson"
"53.96","BILI","41","1","2013-09-13","Associate Member","Brian Storseth"
"53.97","BILI","41","1","2013-09-13","Associate Member","Mark Strahl"
"53.98","BILI","41","1","2013-09-13","Associate Member","David Sweet"
"53.99","BILI","41","1","2013-09-13","Associate Member","David Tilson"
"53.100","BILI","41","1","2013-09-13","Associate Member","Lawrence Toet"
"53.101","BILI","41","1","2013-09-13","Associate Member","Brad Trost"
"53.102","BILI","41","1","2013-09-13","Associate Member","Bernard Trottier"
"53.103","BILI","41","1","2013-09-13","Associate Member","Susan Truppe"
"53.104","BILI","41","1","2013-09-13","Associate Member","Dave Van Kesteren"
"53.105","BILI","41","1","2013-09-13","Associate Member","Maurice Vellacott"
"53.106","BILI","41","1","2013-09-13","Associate Member","Mike Wallace"
"53.107","BILI","41","1","2013-09-13","Associate Member","Mark Warawa"
"53.108","BILI","41","1","2013-09-13","Associate Member","Chris Warkentin"
"53.109","BILI","41","1","2013-09-13","Associate Member","Jeff Watson"
"53.110","BILI","41","1","2013-09-13","Associate Member","John Weston"
"53.111","BILI","41","1","2013-09-13","Associate Member","Rodney Weston"
"53.112","BILI","41","1","2013-09-13","Associate Member","David Wilks"
"53.113","BILI","41","1","2013-09-13","Associate Member","John Williamson"
"53.114","BILI","41","1","2013-09-13","Associate Member","Stephen Woodworth"
"53.115","BILI","41","1","2013-09-13","Associate Member","Wai Young"
"53.116","BILI","41","1","2013-09-13","Associate Member","Bob Zimmer"
"53.117","BILI","41","1","2013-09-13","Associate Member","Mauril Bélanger"
"53.118","BILI","41","1","2013-09-13","Associate Member","Ted Hsu"
"54.1","BILI","41","2","2013-10-22","Associate Member","Diane Ablonczy"
"54.2","BILI","41","2","2013-10-22","Associate Member","Eve Adams"
"54.3","BILI","41","2","2013-10-22","Associate Member","Mark Adler"
"54.4","BILI","41","2","2013-10-22","Associate Member","Dan Albas"
"54.5","BILI","41","2","2013-10-22","Associate Member","Harold Albrecht"
"54.6","BILI","41","2","2013-10-22","Associate Member","Mike Allen"
"54.7","BILI","41","2","2013-10-22","Associate Member","Dean Allison"
"54.8","BILI","41","2","2013-10-22","Associate Member","Stella Ambler"
"54.9","BILI","41","2","2013-10-22","Associate Member","Rob Anders"
"54.10","BILI","41","2","2013-10-22","Associate Member","David Anderson"
"54.11","BILI","41","2","2013-10-22","Associate Member","Scott Armstrong"
"54.12","BILI","41","2","2013-10-22","Associate Member","Keith Ashfield"
"54.13","BILI","41","2","2013-10-22","Associate Member","Jay Aspin"
"54.14","BILI","41","2","2013-10-22","Associate Member","Joyce Bateman"
"54.15","BILI","41","2","2013-10-22","Associate Member","Leon Benoit"
"54.16","BILI","41","2","2013-10-22","Associate Member","James Bezan"
"54.17","BILI","41","2","2013-10-22","Associate Member","Kelly Block"
"54.18","BILI","41","2","2013-10-22","Associate Member","Ray Boughen"
"54.19","BILI","41","2","2013-10-22","Associate Member","Peter Braid"
"54.20","BILI","41","2","2013-10-22","Associate Member","Garry Breitkreuz"
"54.21","BILI","41","2","2013-10-22","Associate Member","Gordon Brown"
"54.22","BILI","41","2","2013-10-22","Associate Member","Lois Brown"
"54.23","BILI","41","2","2013-10-22","Associate Member","Patrick Brown"
"54.24","BILI","41","2","2013-10-22","Associate Member","Brad Butt"
"54.25","BILI","41","2","2013-10-22","Associate Member","Paul Calandra"
"54.26","BILI","41","2","2013-10-22","Associate Member","Ron Cannan"
"54.27","BILI","41","2","2013-10-22","Associate Member","John Carmichael"
"54.28","BILI","41","2","2013-10-22","Associate Member","Colin Carrie"
"54.29","BILI","41","2","2013-10-22","Associate Member","Corneliu Chisu"
"54.30","BILI","41","2","2013-10-22","Associate Member","Michael Chong"
"54.31","BILI","41","2","2013-10-22","Associate Member","Rob Clarke"
"54.32","BILI","41","2","2013-10-22","Associate Member","Joan Crockatt"
"54.33","BILI","41","2","2013-10-22","Associate Member","Joe Daniel"
"54.34","BILI","41","2","2013-10-22","Associate Member","Patricia Davidson"
"54.35","BILI","41","2","2013-10-22","Associate Member","Bob Dechert"
"54.36","BILI","41","2","2013-10-22","Associate Member","Earl Dreeshen"
"54.37","BILI","41","2","2013-10-22","Associate Member","Rick Dykstra"
"54.38","BILI","41","2","2013-10-22","Associate Member","Steven Fletcher"
"54.39","BILI","41","2","2013-10-22","Associate Member","Royal Galipeau"
"54.40","BILI","41","2","2013-10-22","Associate Member","Cheryl Gallant"
"54.41","BILI","41","2","2013-10-22","Associate Member","Parm Gill"
"54.42","BILI","41","2","2013-10-22","Associate Member","Robert Goguen"
"54.43","BILI","41","2","2013-10-22","Associate Member","Jacques Gourde"
"54.44","BILI","41","2","2013-10-22","Associate Member","Nina Grewal"
"54.45","BILI","41","2","2013-10-22","Associate Member","Richard Harris"
"54.46","BILI","41","2","2013-10-22","Associate Member","Laurie Hawn"
"54.47","BILI","41","2","2013-10-22","Associate Member","Bryan Hayes"
"54.48","BILI","41","2","2013-10-22","Associate Member","Russ Hiebert"
"54.49","BILI","41","2","2013-10-22","Associate Member","Jim Hillyer"
"54.50","BILI","41","2","2013-10-22","Associate Member","Randy Hoback"
"54.51","BILI","41","2","2013-10-22","Associate Member","Ed Holder"
"54.52","BILI","41","2","2013-10-22","Associate Member","Roxanne James"
"54.53","BILI","41","2","2013-10-22","Associate Member","Brian Jean"
"54.54","BILI","41","2","2013-10-22","Associate Member","Randy Kamp"
"54.55","BILI","41","2","2013-10-22","Associate Member","Gerald Keddy"
"54.56","BILI","41","2","2013-10-22","Associate Member","Ed Komarnicki"
"54.57","BILI","41","2","2013-10-22","Associate Member","Daryl Kramp"
"54.58","BILI","41","2","2013-10-22","Associate Member","Mike Lake"
"54.59","BILI","41","2","2013-10-22","Associate Member","Guy Lauzon"
"54.60","BILI","41","2","2013-10-22","Associate Member","Ryan Leef"
"54.61","BILI","41","2","2013-10-22","Associate Member","Pierre Lemieux"
"54.62","BILI","41","2","2013-10-22","Associate Member","Chungsen Leung"
"54.63","BILI","41","2","2013-10-22","Associate Member","Wladyslaw Lizon"
"54.64","BILI","41","2","2013-10-22","Associate Member","Ben Lobb"
"54.65","BILI","41","2","2013-10-22","Associate Member","Tom Lukiwski"
"54.66","BILI","41","2","2013-10-22","Associate Member","James Lunney"
"54.67","BILI","41","2","2013-10-22","Associate Member","Dave MacKenzie"
"54.68","BILI","41","2","2013-10-22","Associate Member","Colin Mayes"
"54.69","BILI","41","2","2013-10-22","Associate Member","Phil McColeman"
"54.70","BILI","41","2","2013-10-22","Associate Member","Cathy McLeod"
"54.71","BILI","41","2","2013-10-22","Associate Member","Costas Menegakis"
"54.72","BILI","41","2","2013-10-22","Associate Member","Ted Menzies"
"54.73","BILI","41","2","2013-10-22","Associate Member","Rob Merrifield"
"54.74","BILI","41","2","2013-10-22","Associate Member","Larry Miller"
"54.75","BILI","41","2","2013-10-22","Associate Member","Rick Norlock"
"54.76","BILI","41","2","2013-10-22","Associate Member","Deepak Obhrai"
"54.77","BILI","41","2","2013-10-22","Associate Member","Gordon O'Connor"
"54.78","BILI","41","2","2013-10-22","Associate Member","Tilly O'Neill Gordon"
"54.79","BILI","41","2","2013-10-22","Associate Member","Ted Opitz"
"54.80","BILI","41","2","2013-10-22","Associate Member","Erin O'Toole"
"54.81","BILI","41","2","2013-10-22","Associate Member","LaVar Payne"
"54.82","BILI","41","2","2013-10-22","Associate Member","Joe Preston"
"54.83","BILI","41","2","2013-10-22","Associate Member","James Rajotte"
"54.84","BILI","41","2","2013-10-22","Associate Member","Scott Reid"
"54.85","BILI","41","2","2013-10-22","Associate Member","Blake Richards"
"54.86","BILI","41","2","2013-10-22","Associate Member","Andrew Saxton"
"54.87","BILI","41","2","2013-10-22","Associate Member","Gary Schellenberger"
"54.88","BILI","41","2","2013-10-22","Associate Member","Kyle Seeback"
"54.89","BILI","41","2","2013-10-22","Associate Member","Bev Shipley"
"54.90","BILI","41","2","2013-10-22","Associate Member","Devinder Shory"
"54.91","BILI","41","2","2013-10-22","Associate Member","Joy Smith"
"54.92","BILI","41","2","2013-10-22","Associate Member","Robert Sopuck"
"54.93","BILI","41","2","2013-10-22","Associate Member","Brian Storseth"
"54.94","BILI","41","2","2013-10-22","Associate Member","Mark Strahl"
"54.95","BILI","41","2","2013-10-22","Associate Member","David Sweet"
"54.96","BILI","41","2","2013-10-22","Associate Member","David Tilson"
"54.97","BILI","41","2","2013-10-22","Associate Member","Lawrence Toet"
"54.98","BILI","41","2","2013-10-22","Associate Member","Bernard Trottier"
"54.99","BILI","41","2","2013-10-22","Associate Member","Susan Truppe"
"54.100","BILI","41","2","2013-10-22","Associate Member","Dave Van Kesteren"
"54.101","BILI","41","2","2013-10-22","Associate Member","Maurice Vellacott"
"54.102","BILI","41","2","2013-10-22","Associate Member","Mike Wallace"
"54.103","BILI","41","2","2013-10-22","Associate Member","Chris Warkentin"
"54.104","BILI","41","2","2013-10-22","Associate Member","Jeff Watson"
"54.105","BILI","41","2","2013-10-22","Associate Member","John Weston"
"54.106","BILI","41","2","2013-10-22","Associate Member","Rodney Weston"
"54.107","BILI","41","2","2013-10-22","Associate Member","David Wilks"
"54.108","BILI","41","2","2013-10-22","Associate Member","John Williamson"
"54.109","BILI","41","2","2013-10-22","Associate Member","Stephen Woodworth"
"54.110","BILI","41","2","2013-10-22","Associate Member","Terence Young"
"54.111","BILI","41","2","2013-10-22","Associate Member","Wai Young"
"54.112","BILI","41","2","2013-10-22","Associate Member","Bob Zimmer"
"54.113","BILI","41","2","2013-10-22","Associate Member","David Christopherson"
"54.114","BILI","41","2","2013-10-22","Associate Member","Peter Julian"
"55.1","BILI","41","2","2013-11-07","Associate Member","Diane Ablonczy"
"55.2","BILI","41","2","2013-11-07","Associate Member","Eve Adams"
